A08161909WK3HU7UYTMW	B000050I05	5.0	0
A08161909WK3HU7UYTMW	B005NB0WL8	5.0	0
A08161909WK3HU7UYTMW	B001G02NOO	5.0	0
A08161909WK3HU7UYTMW	B0000AVHD9	5.0	0
A08161909WK3HU7UYTMW	B000001F9M	5.0	0
A08161909WK3HU7UYTMW	B000ILYYI0	5.0	0
A08161909WK3HU7UYTMW	B000002HRC	5.0	0
A08161909WK3HU7UYTMW	B0000026A1	5.0	0
A08161909WK3HU7UYTMW	B000SSONEI	3.0	0
A08161909WK3HU7UYTMW	B000N69P66	5.0	0
A08161909WK3HU7UYTMW	B000053GTY	5.0	0
A08161909WK3HU7UYTMW	B000051XVX	5.0	0
A08161909WK3HU7UYTMW	B0000032XY	5.0	0
A08161909WK3HU7UYTMW	6303168485	5.0	0
A08161909WK3HU7UYTMW	B00008WI7H	5.0	0
A08161909WK3HU7UYTMW	B00000JWND	5.0	0
A08161909WK3HU7UYTMW	B00000ICNY	5.0	0
A08161909WK3HU7UYTMW	B000002H8Z	5.0	0
A08161909WK3HU7UYTMW	B00D3AAJAU	5.0	0
A08161909WK3HU7UYTMW	B00000JT6E	5.0	0
A08161909WK3HU7UYTMW	B007V1D4MM	5.0	0
A08161909WK3HU7UYTMW	B005NSRKDY	4.0	0
A08161909WK3HU7UYTMW	B000EZ8E72	5.0	0
A08161909WK3HU7UYTMW	B000A39FMQ	5.0	0
A08161909WK3HU7UYTMW	B000009POA	5.0	0
A08161909WK3HU7UYTMW	B00005R8D9	5.0	0
A08161909WK3HU7UYTMW	B000051XVR	5.0	0
A08161909WK3HU7UYTMW	B00005YWFF	5.0	0
A08161909WK3HU7UYTMW	B000002MHJ	5.0	0
A08161909WK3HU7UYTMW	B0009MAPW2	5.0	0
A08161909WK3HU7UYTMW	B0045DO928	4.0	0
A08161909WK3HU7UYTMW	B00005OMGE	4.0	0
A101L4HF0IZ33C	B00NI5RJXK	5.0	0
A101L4HF0IZ33C	B00HW9TJNQ	5.0	0
A101L4HF0IZ33C	B00KINIRI6	5.0	0
A101L4HF0IZ33C	B00IR1V09O	5.0	0
A101L4HF0IZ33C	6305226296	5.0	0
A101L4HF0IZ33C	B00KF1CWF0	5.0	0
A101L4HF0IZ33C	B00F3VOL38	5.0	0
A101L4HF0IZ33C	B000LPR5AM	4.0	0
A101L4HF0IZ33C	B00004SATQ	3.0	0
A101L4HF0IZ33C	B0047CTO7M	5.0	0
A101L4HF0IZ33C	B000EOUTW6	5.0	0
A101L4HF0IZ33C	B00004Y9YB	5.0	0
A101L4HF0IZ33C	B0000024TP	5.0	0
A101L4HF0IZ33C	B008M9PHWM	5.0	0
A101L4HF0IZ33C	B00000DHTF	5.0	0
A1020L7BWW9RAX	B000EOTAOO	4.0	0
A1020L7BWW9RAX	B000AA4LJG	5.0	0
A1020L7BWW9RAX	B000BBOVC6	4.0	0
A1020L7BWW9RAX	B000AZ9BUK	4.0	0
A1020L7BWW9RAX	B00092ZKZO	4.0	0
A1020L7BWW9RAX	B00000AEIG	5.0	0
A1020L7BWW9RAX	B000A9QKCS	5.0	0
A1020L7BWW9RAX	B00096S3TU	4.0	0
A1020L7BWW9RAX	B0007YJGFE	4.0	0
A1020L7BWW9RAX	B0007YXPKG	4.0	0
A1020L7BWW9RAX	B0007GP61U	4.0	0
A1020L7BWW9RAX	B00000I73N	4.0	0
A1020L7BWW9RAX	B000008TV3	4.0	0
A1020L7BWW9RAX	B00077FT8O	5.0	0
A1020L7BWW9RAX	B0002DSCF0	4.0	0
A1020L7BWW9RAX	B000795LT4	4.0	0
A1020L7BWW9RAX	B0002X314C	4.0	0
A1020L7BWW9RAX	B0000062Q7	4.0	0
A1020L7BWW9RAX	B000084T3J	4.0	0
A1020L7BWW9RAX	B00005AV09	4.0	0
A1020L7BWW9RAX	B00031TXW2	4.0	0
A1020L7BWW9RAX	B00005CF74	4.0	0
A1020L7BWW9RAX	B0001CNQHG	4.0	0
A1020L7BWW9RAX	B00005LB1H	5.0	0
A1031R8HD3E4GL	B004NWHVUI	5.0	0
A1031R8HD3E4GL	B003ZYJS42	3.0	0
A1031R8HD3E4GL	B003UXBLG6	4.0	0
A1031R8HD3E4GL	B0024ODWOQ	1.0	0
A1031R8HD3E4GL	B0014DC8YI	4.0	0
A1031R8HD3E4GL	B001EOQVB8	3.0	0
A1031R8HD3E4GL	B000PFUAO6	3.0	0
A1031R8HD3E4GL	B000JFZ9NE	4.0	0
A1031R8HD3E4GL	B000GIWS7E	4.0	0
A1031R8HD3E4GL	B000E5L89S	4.0	0
A1031R8HD3E4GL	B000A6NR72	5.0	0
A1031R8HD3E4GL	B000B5Y03C	5.0	0
A1031R8HD3E4GL	B000BI1YJW	4.0	0
A1031R8HD3E4GL	B000A3DFZE	4.0	0
A1031R8HD3E4GL	B0009A1AS2	3.0	0
A1031R8HD3E4GL	B00065Y8UW	3.0	0
A1031R8HD3E4GL	B0000AINKA	4.0	0
A1031R8HD3E4GL	B0000A1LTR	3.0	0
A1031R8HD3E4GL	B00005PJ9V	5.0	0
A1031R8HD3E4GL	B00004TQUP	5.0	0
A1031R8HD3E4GL	B000050HZO	4.0	0
A1031R8HD3E4GL	B00003TFN7	3.0	0
A1031R8HD3E4GL	B000050HV0	5.0	0
A1031R8HD3E4GL	B00004UGZJ	5.0	0
A1031R8HD3E4GL	B000050FO9	4.0	0
A1031R8HD3E4GL	B00004YLCQ	4.0	0
A1031R8HD3E4GL	B00002ND9W	4.0	0
A1031R8HD3E4GL	B00004X0PP	4.0	0
A1031R8HD3E4GL	B00004TQUV	1.0	0
A1031R8HD3E4GL	B00004U059	3.0	0
A107KVRYRCU3RY	B01AOOBZ6O	5.0	0
A107KVRYRCU3RY	B00FASBAQU	5.0	0
A107KVRYRCU3RY	B00SBMEGZO	5.0	0
A107KVRYRCU3RY	B019GAUPFE	5.0	0
A107KVRYRCU3RY	B00O98F7KW	3.0	0
A107KVRYRCU3RY	B009B0L45A	5.0	0
A107KVRYRCU3RY	B00ET820VQ	5.0	0
A107KVRYRCU3RY	B00C2WF5WW	5.0	0
A107KVRYRCU3RY	B000056P8Q	5.0	0
A107KVRYRCU3RY	B00CB7ULWW	5.0	0
A107KVRYRCU3RY	B00VXMUOS2	5.0	0
